purchase_day_of_week,purchase_hour,is_weekend_order,estimated_delivery_days,customer_state,customer_city,seller_state,seller_city,seller_customer_same_state,seller_customer_same_city,product_category_name,product_weight_g,product_weight_kg,total_product_weight_g,total_product_weight_kg,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,total_product_volume_cm3,product_weight_bucket,freight_value,freight_value_bucket,price,item_count,sla_breached
6,9,1,28.60597222222222,BA,salvador,MG,borda da mata,0,0,malas_acessorios,900.0,0.9,900.0,0.9,46.0,10.0,34.0,15640.0,15640.0,500g-1kg,18.02,15-30,63.9,1,1
4,13,0,25.439895833333335,SP,sao paulo,DF,brasilia,0,0,perfumaria,100.0,0.1,100.0,0.1,18.0,7.0,11.0,1386.0,1386.0,0-500g,15.79,15-30,35.9,1,0
3,11,0,24.510856481481483,SP,araraquara,PR,pato branco,0,0,brinquedos,700.0,0.7,700.0,0.7,20.0,30.0,30.0,18000.0,18000.0,500g-1kg,15.1,15-30,49.99,1,0
5,12,1,24.475231481481483,MG,pote,RJ,petropolis,0,0,perfumaria,448.0,0.448,448.0,0.448,22.0,17.0,17.0,6358.0,6358.0,0-500g,16.22,15-30,292.9,1,0
3,20,0,13.156493055555556,RJ,mesquita,RJ,rio de janeiro,1,0,eletronicos,1400.0,1.4,1400.0,1.4,25.0,6.0,14.0,2100.0,2100.0,1-5kg,11.5,0-15,30.0,1,0
0,21,0,15.100706018518519,SC,balneario camboriu,SC,paulo lopes,1,0,instrumentos_musicais,8600.0,8.6,8600.0,8.6,39.0,15.0,57.0,33345.0,33345.0,5-10kg,22.03,15-30,449.0,1,0
6,12,1,28.46650462962963,GO,neropolis,SP,sao paulo,0,0,cool_stuff,1200.0,1.2,1200.0,1.2,42.0,25.0,15.0,15750.0,15750.0,1-5kg,16.95,15-30,99.99,1,0
1,16,0,13.32363425925926,SP,sorocaba,SP,sao jose do rio preto,1,0,ferramentas_jardim,1550.0,1.55,1550.0,1.55,30.0,22.0,30.0,19800.0,19800.0,1-5kg,20.99,15-30,49.91,1,0
3,9,0,31.587685185185187,MG,belo horizonte,PR,curitiba,0,0,telefonia,170.0,0.17,170.0,0.17,23.0,5.0,16.0,1840.0,1840.0,0-500g,16.35,15-30,130.0,1,0
4,9,0,34.600324074074074,RS,santa cruz do sul,SP,sao jose do rio preto,0,0,ferramentas_jardim,1650.0,1.65,1650.0,1.65,30.0,22.0,30.0,19800.0,19800.0,1-5kg,17.66,15-30,59.0,1,0
1,15,0,36.33758101851852,RJ,rio de janeiro,SP,sao paulo,0,0,moveis_decoracao,600.0,0.6,600.0,0.6,26.0,8.0,17.0,3536.0,3536.0,500g-1kg,15.41,15-30,75.6,1,0
1,0,0,27.983680555555555,DF,brasilia,SP,ibitinga,0,0,bebes,450.0,0.45,450.0,0.45,30.0,7.0,20.0,4200.0,4200.0,0-500g,15.1,15-30,29.9,1,0
0,13,0,17.420868055555555,DF,brasilia,SP,osasco,0,0,automotivo,500.0,0.5,500.0,0.5,16.0,21.0,18.0,6048.0,6048.0,0-500g,16.14,15-30,179.49,1,0
3,22,0,24.05201388888889,ES,vitoria,SP,sao paulo,0,0,telefonia,150.0,0.15,150.0,0.15,19.0,4.0,20.0,1520.0,1520.0,0-500g,15.65,15-30,37.99,1,0
3,16,0,21.305381944444445,MS,campo grande,GO,jaragua,0,0,malas_acessorios,950.0,0.95,950.0,0.95,27.0,10.0,28.0,7560.0,7560.0,500g-1kg,23.75,15-30,86.25,1,0
3,15,0,26.36349537037037,MG,serra dos aimores,SP,sao paulo,0,0,eletronicos,200.0,0.2,200.0,0.2,25.0,7.0,16.0,2800.0,2800.0,0-500g,18.23,15-30,13.2,1,0
4,14,0,31.403229166666666,MG,bom despacho,SP,sao paulo,0,0,eletronicos,150.0,0.15,150.0,0.15,25.0,7.0,16.0,2800.0,2800.0,0-500g,15.1,15-30,21.9,1,0
6,15,1,11.363541666666666,SP,sao paulo,SP,sao paulo,1,1,moveis_cozinha_area_de_servico_jantar_e_jardim,1000.0,1.0,1000.0,1.0,20.0,30.0,20.0,12000.0,12000.0,500g-1kg,9.72,0-15,129.9,1,0
2,17,0,26.261493055555555,SP,itobi,SP,santo andre,1,0,beleza_saude,200.0,0.2,200.0,0.2,22.0,10.0,18.0,3960.0,3960.0,0-500g,11.06,0-15,64.99,1,0
3,22,0,12.0609375,SP,santa barbara d'oeste,SP,sumare,1,0,relogios_presentes,250.0,0.25,250.0,0.25,16.0,11.0,11.0,1936.0,1936.0,0-500g,8.65,0-15,199.9,1,0
6,14,1,29.40184027777778,SP,dracena,MG,formiga,0,0,beleza_saude,225.0,0.225,225.0,0.225,20.0,10.0,15.0,3000.0,3000.0,0-500g,15.3,15-30,77.89,1,0
5,8,1,32.63717592592592,MG,juiz de fora,SP,ibitinga,0,0,cama_mesa_banho,6700.0,6.7,6700.0,6.7,30.0,20.0,20.0,12000.0,12000.0,5-10kg,23.69,15-30,127.45,1,0
0,17,0,28.25269675925926,GO,goias,SP,sao paulo,0,0,papelaria,50.0,0.05,50.0,0.05,16.0,4.0,11.0,704.0,704.0,0-500g,18.23,15-30,25.0,1,0
2,0,0,7.9943634259259255,SP,campinas,SP,sao caetano do sul,1,0,moveis_decoracao,7050.0,7.05,7050.0,7.05,30.0,20.0,70.0,42000.0,42000.0,5-10kg,19.38,15-30,310.0,1,0
2,21,0,15.124155092592593,SP,piracicaba,SP,sorocaba,1,0,brinquedos,1232.0,1.232,1232.0,1.232,38.0,18.0,25.0,17100.0,17100.0,1-5kg,9.26,0-15,38.9,1,0
1,20,0,21.125706018518517,RJ,rio de janeiro,SP,guariba,0,0,relogios_presentes,584.0,0.584,584.0,0.584,16.0,11.0,13.0,2288.0,2288.0,500g-1kg,15.87,15-30,159.9,1,0
1,14,0,42.3843287037037,GO,jatai,PR,curitiba,0,0,unknown,800.0,0.8,800.0,0.8,17.0,7.0,13.0,1547.0,1547.0,500g-1kg,54.5,30-60,2740.0,1,0
1,20,0,23.15625,SP,sao bernardo do campo,RS,bento goncalves,0,0,eletroportateis,1250.0,1.25,1250.0,1.25,35.0,15.0,16.0,8400.0,8400.0,1-5kg,23.1,15-30,74.06,1,0
1,17,0,21.289467592592594,SC,indaial,SP,santa barbara d´oeste,0,0,malas_acessorios,16250.0,16.25,16250.0,16.25,18.0,53.0,39.0,37206.0,37206.0,10kg+,61.44,60-100,99.9,1,0
1,21,0,13.100844907407408,SP,sao paulo,SP,sao paulo,1,1,brinquedos,200.0,0.2,200.0,0.2,16.0,8.0,11.0,1408.0,1408.0,0-500g,7.78,0-15,39.9,1,0
6,13,1,18.44128472222222,SP,sao paulo,SP,ibitinga,1,0,cama_mesa_banho,400.0,0.4,400.0,0.4,40.0,4.0,30.0,4800.0,4800.0,0-500g,11.85,0-15,24.9,1,0
5,17,1,19.26070601851852,SP,sao sebastiao,SP,sao paulo,1,0,telefonia,250.0,0.25,250.0,0.25,16.0,4.0,11.0,704.0,704.0,0-500g,11.85,0-15,29.9,1,0
1,9,0,12.61355324074074,SP,guarulhos,SP,votorantim,1,0,ferramentas_jardim,1130.0,1.13,1130.0,1.13,38.0,26.0,20.0,19760.0,19760.0,1-5kg,8.82,0-15,47.06,1,0
0,14,0,15.405023148148148,SP,sao paulo,SP,sao paulo,1,1,moveis_decoracao,1400.0,1.4,1400.0,1.4,40.0,10.0,40.0,16000.0,16000.0,1-5kg,9.44,0-15,89.9,1,0
2,23,0,32.03980324074074,SE,aracaju,RS,imbe,0,0,casa_construcao,8300.0,8.3,8300.0,8.3,40.0,30.0,25.0,30000.0,30000.0,5-10kg,63.17,60-100,386.75,1,0
2,23,0,29.031180555555554,BA,salvador,MG,borda da mata,0,0,malas_acessorios,1400.0,1.4,1400.0,1.4,33.0,10.0,49.0,16170.0,16170.0,1-5kg,19.84,15-30,85.9,1,0
1,16,0,21.294120370370372,RJ,rio de janeiro,SP,jau,0,0,esporte_lazer,2200.0,2.2,11000.0,11.0,20.0,20.0,20.0,8000.0,40000.0,1-5kg,76.2,60-100,349.5,5,0
4,12,0,24.48,BA,salvador,SP,sao caetano do sul,0,0,unknown,150.0,0.15,300.0,0.3,16.0,16.0,16.0,4096.0,8192.0,0-500g,34.12,30-60,29.6,2,0
0,20,0,17.154108796296295,PR,londrina,SP,sao paulo,0,0,telefonia,350.0,0.35,350.0,0.35,17.0,4.0,12.0,816.0,816.0,0-500g,18.23,15-30,29.99,1,1
1,12,0,33.46275462962963,MT,pontes e lacerda,SP,franca,0,0,beleza_saude,200.0,0.2,200.0,0.2,17.0,11.0,15.0,2805.0,2805.0,0-500g,21.18,15-30,152.0,1,0
3,19,0,18.17385416666667,SP,sao paulo,SP,sao paulo,1,1,moveis_colchao_e_estofado,1700.0,1.7,1700.0,1.7,70.0,10.0,100.0,70000.0,70000.0,1-5kg,36.62,30-60,75.0,1,0
1,9,0,16.607824074074074,SP,sao paulo,SP,sao jose do rio preto,1,0,ferramentas_jardim,1500.0,1.5,1500.0,1.5,30.0,22.0,30.0,19800.0,19800.0,1-5kg,13.46,0-15,53.9,1,0
0,9,0,30.597164351851852,MG,piedade de caratinga,SP,bertioga,0,0,eletronicos,675.0,0.675,675.0,0.675,23.0,8.0,19.0,3496.0,3496.0,500g-1kg,15.68,15-30,133.4,1,0
3,11,0,21.531701388888887,RJ,rio de janeiro,SP,ribeirao preto,0,0,beleza_saude,500.0,0.5,500.0,0.5,22.0,11.0,16.0,3872.0,3872.0,0-500g,15.1,15-30,40.0,1,1
3,13,0,24.437141203703703,SP,osasco,SC,blumenau,0,0,relogios_presentes,375.0,0.375,375.0,0.375,18.0,8.0,13.0,1872.0,1872.0,0-500g,15.1,15-30,47.9,1,0
1,11,0,57.531400462962964,SP,sao paulo,MG,uba,0,0,moveis_decoracao,1350.0,1.35,1350.0,1.35,35.0,10.0,35.0,12250.0,12250.0,1-5kg,17.67,15-30,59.9,1,0
2,9,0,20.594722222222224,RJ,rio de janeiro,SP,sao paulo,0,0,utilidades_domesticas,2200.0,2.2,2200.0,2.2,48.0,25.0,25.0,30000.0,30000.0,1-5kg,18.44,15-30,98.99,1,0
6,21,1,24.08915509259259,MG,contagem,RS,canoas,0,0,unknown,1900.0,1.9,1900.0,1.9,40.0,6.0,40.0,9600.0,9600.0,1-5kg,20.51,15-30,79.9,1,0
5,17,1,11.283645833333333,SP,aruja,SP,sao paulo,1,0,cool_stuff,1867.0,1.867,1867.0,1.867,36.0,6.0,36.0,7776.0,7776.0,1-5kg,13.08,0-15,35.0,1,0
3,7,0,14.667650462962962,SP,campinas,SP,sao paulo,1,0,telefonia,651.0,0.651,651.0,0.651,20.0,15.0,22.0,6600.0,6600.0,500g-1kg,10.46,0-15,385.0,1,0
2,22,0,12.062199074074075,SP,sao paulo,SP,sao paulo,1,1,cool_stuff,2000.0,2.0,2000.0,2.0,45.0,30.0,20.0,27000.0,27000.0,1-5kg,12.6,0-15,199.99,1,0
5,18,1,33.22607638888889,RJ,rio de janeiro,MG,baependi,0,0,utilidades_domesticas,9950.0,9.95,9950.0,9.95,31.0,61.0,31.0,58621.0,58621.0,5-10kg,25.74,15-30,129.0,1,0
4,16,0,25.327349537037037,SP,ribeirao preto,SP,mogi guacu,1,0,moveis_escritorio,9275.0,9.275,9275.0,9.275,54.0,30.0,53.0,85860.0,85860.0,5-10kg,28.26,15-30,199.9,1,0
6,19,1,28.17263888888889,SP,sao paulo,SP,curitiba,1,0,cama_mesa_banho,1100.0,1.1,1100.0,1.1,50.0,12.0,12.0,7200.0,7200.0,1-5kg,16.6,15-30,34.9,1,0
4,12,0,26.48471064814815,DF,brasilia,SP,santo andre,0,0,beleza_saude,200.0,0.2,200.0,0.2,22.0,10.0,18.0,3960.0,3960.0,0-500g,16.63,15-30,54.99,1,0
6,10,1,17.55440972222222,SP,sao paulo,MG,belo horizonte,0,0,informatica_acessorios,200.0,0.2,200.0,0.2,41.0,2.0,29.0,2378.0,2378.0,0-500g,15.26,15-30,22.32,1,0
5,10,1,32.57547453703704,RJ,rio de janeiro,SP,sao paulo,0,0,dvds_blu_ray,2150.0,2.15,2150.0,2.15,30.0,5.0,20.0,3000.0,3000.0,1-5kg,18.17,15-30,83.99,1,0
2,15,0,12.34369212962963,SP,cajamar,SP,sao paulo,1,0,moveis_decoracao,650.0,0.65,650.0,0.65,33.0,4.0,33.0,4356.0,4356.0,500g-1kg,9.34,0-15,16.9,1,0
6,14,1,15.404768518518518,SP,sao paulo,SC,blumenau,0,0,fraldas_higiene,5100.0,5.1,5100.0,5.1,32.0,19.0,29.0,17632.0,17632.0,5-10kg,19.08,15-30,139.89,1,0
4,16,0,11.32306712962963,SP,sao paulo,SP,sao paulo,1,1,agro_industria_e_comercio,550.0,0.55,1100.0,1.1,16.0,16.0,16.0,4096.0,8192.0,500g-1kg,18.0,15-30,70.0,2,0
2,20,0,32.140902777777775,SP,santo andre,SP,itaquaquecetuba,1,0,moveis_escritorio,11875.0,11.875,11875.0,11.875,57.0,55.0,22.0,68970.0,68970.0,10kg+,39.39,30-60,169.99,1,0
6,23,1,29.035092592592594,SP,santos,PR,sarandi,0,0,informatica_acessorios,150.0,0.15,150.0,0.15,24.0,12.0,13.0,3744.0,3744.0,0-500g,12.53,0-15,57.52,1,0
2,0,0,18.999097222222222,RJ,rio de janeiro,SP,ibitinga,0,0,cama_mesa_banho,2150.0,2.15,2150.0,2.15,45.0,13.0,35.0,20475.0,20475.0,1-5kg,21.32,15-30,117.99,1,0
5,11,1,30.53584490740741,RS,caxias do sul,MS,campo grande,0,0,beleza_saude,2500.0,2.5,2500.0,2.5,22.0,22.0,22.0,10648.0,10648.0,1-5kg,29.31,15-30,129.99,1,0
1,21,0,29.085219907407406,MG,aguas vermelhas,SP,maua,0,0,utilidades_domesticas,150.0,0.15,300.0,0.3,30.0,10.0,20.0,6000.0,12000.0,0-500g,32.22,30-60,59.98,2,0
6,14,1,29.37994212962963,SP,piracicaba,SP,sao paulo,1,0,informatica_acessorios,1033.0,1.033,1033.0,1.033,20.0,22.0,25.0,11000.0,11000.0,1-5kg,11.45,0-15,119.99,1,0
4,12,0,24.46642361111111,MG,itajuba,SP,votorantim,0,0,cama_mesa_banho,2500.0,2.5,2500.0,2.5,45.0,20.0,35.0,31500.0,31500.0,1-5kg,21.59,15-30,157.0,1,0
0,21,0,22.100104166666668,MG,monte siao,SP,ibitinga,0,0,cama_mesa_banho,1883.3333333333333,1.8833333333333333,5650.0,5.65,25.33333333333333,10.0,13.333333333333334,3377.7777777777774,9760.0,1-5kg,42.13,30-60,195.7,3,0
3,1,0,35.92641203703704,RJ,rio de janeiro,SP,marilia,0,0,moveis_decoracao,1400.0,1.4,1400.0,1.4,35.0,75.0,18.0,47250.0,47250.0,1-5kg,17.46,15-30,242.9,1,0
2,9,0,19.589930555555554,RJ,teresopolis,SP,sao paulo,0,0,cool_stuff,900.0,0.9,900.0,0.9,44.0,24.0,31.0,32736.0,32736.0,500g-1kg,17.95,15-30,99.99,1,0
2,23,0,27.01528935185185,MA,sao luis,SP,santo andre,0,0,perfumaria,550.0,0.55,550.0,0.55,21.0,12.0,20.0,5040.0,5040.0,500g-1kg,21.39,15-30,84.99,1,0
1,0,0,12.983622685185185,SP,sao paulo,SP,sao paulo,1,1,informatica_acessorios,250.0,0.25,250.0,0.25,19.0,5.0,13.0,1235.0,1235.0,0-500g,7.39,0-15,16.99,1,0
0,0,0,55.9825462962963,SP,sao paulo,SP,itaquaquecetuba,1,0,moveis_decoracao,8100.0,8.1,8100.0,8.1,37.0,41.0,37.0,56129.0,56129.0,5-10kg,9.34,0-15,39.99,1,0
2,18,0,19.217372685185186,RJ,cabo frio,SP,sao paulo,0,0,cool_stuff,2350.0,2.35,2350.0,2.35,16.0,40.0,16.0,10240.0,10240.0,1-5kg,21.52,15-30,146.99,1,0
2,10,0,33.56548611111111,SC,sao jose,SP,ibitinga,0,0,cama_mesa_banho,300.0,0.3,600.0,0.6,25.0,8.0,19.0,3800.0,7600.0,0-500g,36.84,30-60,91.9,2,0
0,20,0,49.14302083333333,AM,manaus,SC,paulo lopes,0,0,instrumentos_musicais,9550.0,9.55,9550.0,9.55,66.0,20.0,45.0,59400.0,59400.0,5-10kg,78.2,60-100,439.0,1,0
4,9,0,24.595601851851853,RJ,rio de janeiro,RJ,petropolis,1,0,beleza_saude,350.0,0.35,350.0,0.35,20.0,14.0,18.0,5040.0,5040.0,0-500g,12.36,0-15,249.9,1,0
3,21,0,25.103113425925926,SC,rio do sul,SP,ibitinga,0,0,cama_mesa_banho,800.0,0.8,800.0,0.8,45.0,10.0,34.0,15300.0,15300.0,500g-1kg,16.41,15-30,93.0,1,1
4,10,0,20.574537037037036,SP,sao roque,SP,praia grande,1,0,esporte_lazer,150.0,0.15,300.0,0.3,18.0,18.0,18.0,5832.0,11664.0,0-500g,25.58,15-30,86.0,2,0
1,11,0,19.539768518518517,PE,recife,RJ,sao goncalo,0,0,perfumaria,400.0,0.4,400.0,0.4,19.0,13.0,19.0,4693.0,4693.0,0-500g,23.32,15-30,117.7,1,0
2,0,0,18.986747685185186,SP,guaruja,SP,alvares machado,1,0,perfumaria,300.0,0.3,300.0,0.3,16.0,16.0,16.0,4096.0,4096.0,0-500g,11.85,0-15,19.9,1,0
4,21,0,27.10763888888889,MG,sao goncalo do sapucai,SP,ribeirao preto,0,0,informatica_acessorios,1133.0,1.133,1133.0,1.133,16.0,16.0,11.0,2816.0,2816.0,1-5kg,18.23,15-30,39.9,1,0
5,12,1,31.479282407407407,RJ,rio de janeiro,SP,sao joaquim da barra,0,0,esporte_lazer,1022.0,1.022,1022.0,1.022,28.0,25.0,22.0,15400.0,15400.0,1-5kg,15.45,15-30,99.9,1,0
0,17,0,28.284849537037037,CE,horizonte,SP,sao paulo,0,0,eletronicos,200.0,0.2,200.0,0.2,25.0,7.0,16.0,2800.0,2800.0,0-500g,17.63,15-30,13.65,1,0
2,16,0,18.32671296296296,SP,sao paulo,SP,sao paulo,1,1,telefonia,100.0,0.1,100.0,0.1,18.0,4.0,12.0,864.0,864.0,0-500g,8.72,0-15,12.97,1,0
6,1,1,38.95758101851852,SP,santos,SP,ibitinga,1,0,moveis_decoracao,2400.0,2.4,4800.0,4.8,40.0,9.0,35.0,12600.0,25200.0,1-5kg,26.76,15-30,229.8,2,0
4,22,0,24.078599537037036,RJ,rio de janeiro,PR,curitiba,0,0,eletronicos,100.0,0.1,100.0,0.1,20.0,5.0,12.0,1200.0,1200.0,0-500g,16.48,15-30,169.0,1,0
5,15,1,32.36802083333333,ES,cariacica,SP,sao jose do rio preto,0,0,moveis_decoracao,2000.0,2.0,2000.0,2.0,40.0,15.0,25.0,15000.0,15000.0,1-5kg,23.62,15-30,189.9,1,0
5,15,1,26.338483796296295,PR,ortigueira,SP,marilia,0,0,construcao_ferramentas_seguranca,1200.0,1.2,1200.0,1.2,20.0,20.0,20.0,8000.0,8000.0,1-5kg,16.15,15-30,199.9,1,0
6,16,1,23.322800925925925,MG,timoteo,RJ,petropolis,0,0,brinquedos,1300.0,1.3,1300.0,1.3,40.0,15.0,40.0,24000.0,24000.0,1-5kg,17.6,15-30,50.0,1,0
3,11,0,27.530810185185185,PR,maringa,SP,sao paulo,0,0,moveis_decoracao,2600.0,2.6,2600.0,2.6,50.0,10.0,30.0,15000.0,15000.0,1-5kg,20.98,15-30,69.9,1,0
4,10,0,12.556087962962962,SP,sao paulo,SP,sao paulo,1,1,brinquedos,1150.0,1.15,1150.0,1.15,30.0,30.0,30.0,27000.0,27000.0,1-5kg,9.04,0-15,120.0,1,0
4,16,0,18.30997685185185,SP,dracena,SP,franca,1,0,telefonia,311.0,0.311,311.0,0.311,20.0,11.0,14.0,3080.0,3080.0,0-500g,12.7,0-15,299.0,1,0
5,14,1,24.38883101851852,ES,itarana,SP,sao paulo,0,0,cama_mesa_banho,1175.0,1.175,2350.0,2.35,25.0,12.5,25.0,7812.5,12500.0,1-5kg,32.57,30-60,139.4,2,0
5,21,1,15.103460648148149,RS,jacuizinho,RS,caxias do sul,1,0,utilidades_domesticas,900.0,0.9,900.0,0.9,26.0,20.0,25.0,13000.0,13000.0,500g-1kg,14.72,0-15,59.54,1,1
5,2,1,17.90509259259259,SP,sao paulo,SP,sao paulo,1,1,cama_mesa_banho,1850.0,1.85,3700.0,3.7,70.0,17.0,50.0,59500.0,119000.0,1-5kg,24.18,15-30,254.0,2,0
5,10,1,44.57601851851852,PA,belem,MG,belo horizonte,0,0,informatica_acessorios,250.0,0.25,250.0,0.25,41.0,2.0,29.0,2378.0,2378.0,0-500g,21.15,15-30,31.9,1,0
1,19,0,30.207592592592594,MT,cuiaba,SP,guara,0,0,esporte_lazer,7850.0,7.85,7850.0,7.85,51.0,31.0,31.0,49011.0,49011.0,5-10kg,39.34,30-60,260.0,1,0
6,23,1,31.033425925925926,AL,taquarana,SP,sao paulo,0,0,cool_stuff,2350.0,2.35,2350.0,2.35,16.0,40.0,16.0,10240.0,10240.0,1-5kg,43.44,30-60,146.99,1,0
2,14,0,19.40880787037037,PR,curitiba,DF,brasilia,0,0,cama_mesa_banho,1250.0,1.25,1250.0,1.25,45.0,10.0,15.0,6750.0,6750.0,1-5kg,20.72,15-30,64.9,1,0
3,13,0,25.431782407407407,SP,sao paulo,SP,jaboticabal,1,0,moveis_decoracao,11017.0,11.017,11017.0,11.017,40.0,49.0,32.0,62720.0,62720.0,10kg+,41.36,30-60,196.0,1,0
6,1,1,32.93246527777778,RS,pelotas,SP,pedreira,0,0,sinalizacao_e_seguranca,23950.0,23.95,23950.0,23.95,38.0,100.0,38.0,144400.0,144400.0,10kg+,191.11,100+,210.99,1,0
4,12,0,24.493483796296296,MG,ituiutaba,SP,ibitinga,0,0,cama_mesa_banho,1400.0,1.4,1400.0,1.4,25.0,10.0,25.0,6250.0,6250.0,1-5kg,16.11,15-30,49.99,1,0
3,10,0,19.57935185185185,SP,salto,SP,jau,1,0,esporte_lazer,6150.0,6.15,6150.0,6.15,20.0,20.0,20.0,8000.0,8000.0,5-10kg,13.69,0-15,179.0,1,0
0,15,0,28.364016203703702,RJ,rio de janeiro,SP,ibitinga,0,0,moveis_decoracao,525.0,0.525,2100.0,2.1,40.0,15.0,40.0,24000.0,96000.0,500g-1kg,60.4,60-100,109.6,4,0
3,21,0,25.091886574074074,PR,cidade gaucha,MG,uberlandia,0,0,utilidades_domesticas,600.0,0.6,600.0,0.6,18.0,4.0,12.0,864.0,864.0,500g-1kg,16.85,15-30,59.0,1,0
4,23,0,23.041342592592592,MG,patos de minas,SP,sao paulo,0,0,beleza_saude,1425.0,1.425,1425.0,1.425,22.0,13.0,20.0,5720.0,5720.0,1-5kg,20.84,15-30,38.9,1,0
0,11,0,13.50212962962963,SP,sao paulo,SP,guarulhos,1,0,automotivo,5000.0,5.0,5000.0,5.0,61.0,34.0,36.0,74664.0,74664.0,1-5kg,13.08,0-15,75.0,1,0
6,21,1,24.091875,MG,sao joao del rei,SP,sao roque,0,0,bebes,1300.0,1.3,1300.0,1.3,40.0,25.0,30.0,30000.0,30000.0,1-5kg,22.93,15-30,31.89,1,0
1,8,0,23.63017361111111,BA,medeiros neto,SP,penapolis,0,0,automotivo,4400.0,4.4,4400.0,4.4,78.0,4.0,47.0,14664.0,14664.0,1-5kg,19.66,15-30,59.9,1,0
2,10,0,26.544375,GO,mineiros,SP,sao paulo,0,0,utilidades_domesticas,2500.0,2.5,2500.0,2.5,30.0,6.0,30.0,5400.0,5400.0,1-5kg,21.34,15-30,101.0,1,0
1,14,0,7.3994328703703705,SP,sao manuel,SP,campinas,1,0,automotivo,100.0,0.1,100.0,0.1,16.0,4.0,12.0,768.0,768.0,0-500g,12.98,0-15,45.0,1,0
3,9,0,12.614675925925926,SP,sao paulo,SP,sorocaba,1,0,bebes,450.0,0.45,450.0,0.45,55.0,6.0,19.0,6270.0,6270.0,0-500g,10.09,0-15,199.99,1,0
4,7,0,11.699594907407407,SP,embu das artes,SP,sao paulo,1,0,cool_stuff,1867.0,1.867,1867.0,1.867,36.0,6.0,36.0,7776.0,7776.0,1-5kg,13.08,0-15,35.0,1,0
2,14,0,26.416597222222222,DF,brasilia,SP,sao paulo,0,0,eletronicos,150.0,0.15,150.0,0.15,25.0,7.0,16.0,2800.0,2800.0,0-500g,14.1,0-15,14.4,1,0
1,21,0,20.093032407407406,BA,salvador,SP,sao paulo,0,0,telefonia,150.0,0.15,300.0,0.3,19.0,4.0,20.0,1520.0,3040.0,0-500g,31.58,30-60,51.98,2,1
1,14,0,14.395092592592592,RJ,petropolis,SP,sao paulo,0,0,eletronicos,2150.0,2.15,2150.0,2.15,24.0,12.0,23.0,6624.0,6624.0,1-5kg,27.29,15-30,141.0,1,0
2,19,0,28.176655092592593,SP,sao paulo,MG,tres coracoes,0,0,cama_mesa_banho,1420.0,1.42,2840.0,2.84,47.0,9.0,38.0,16074.0,32148.0,1-5kg,34.74,30-60,179.8,2,0
6,12,1,22.489340277777778,RJ,rio de janeiro,SP,sao paulo,0,0,telefonia,300.0,0.3,300.0,0.3,17.0,4.0,12.0,816.0,816.0,0-500g,14.1,0-15,29.99,1,0
1,11,0,36.51372685185185,CE,brejo santo,SC,rio do sul,0,0,livros_interesse_geral,450.0,0.45,450.0,0.45,20.0,20.0,20.0,8000.0,8000.0,0-500g,54.48,30-60,115.0,1,0
1,20,0,23.150879629629628,SP,taubate,MG,araguari,0,0,utilidades_domesticas,200.0,0.2,200.0,0.2,19.0,9.0,12.0,2052.0,2052.0,0-500g,14.52,0-15,16.99,1,0
4,0,0,13.960081018518519,SP,sao paulo,SP,sao paulo,1,1,eletronicos,1250.0,1.25,1250.0,1.25,26.0,10.0,18.0,4680.0,4680.0,1-5kg,11.83,0-15,88.9,1,0
4,19,0,23.173761574074074,SC,braco do norte,PR,curitiba,0,0,brinquedos,8975.0,8.975,8975.0,8.975,60.0,48.0,17.0,48960.0,48960.0,5-10kg,31.91,30-60,165.9,1,0
4,11,0,18.516365740740742,SP,taboao da serra,SP,santo andre,1,0,esporte_lazer,150.0,0.15,150.0,0.15,30.0,18.0,18.0,9720.0,9720.0,0-500g,7.4,0-15,20.0,1,0
4,8,0,19.626967592592592,SP,santa fe do sul,SP,santos,1,0,informatica_acessorios,180.0,0.18,180.0,0.18,16.0,9.0,16.0,2304.0,2304.0,0-500g,11.85,0-15,12.88,1,0
0,21,0,24.09258101851852,SP,jau,SP,santo andre,1,0,perfumaria,250.0,0.25,250.0,0.25,20.0,8.0,21.0,3360.0,3360.0,0-500g,11.9,0-15,56.99,1,0
2,21,0,19.120219907407407,SP,guarulhos,SP,campo limpo paulista,1,0,papelaria,6550.0,6.55,6550.0,6.55,38.0,30.0,28.0,31920.0,31920.0,5-10kg,13.71,0-15,99.0,1,0
3,18,0,18.213310185185186,SP,carapicuiba,SP,guarulhos,1,0,cama_mesa_banho,1813.0,1.813,1813.0,1.813,67.0,12.0,47.0,37788.0,37788.0,1-5kg,8.9,0-15,77.99,1,0
0,9,0,13.592407407407407,SP,mogi das cruzes,SP,jundiai,1,0,utilidades_domesticas,7000.0,7.0,7000.0,7.0,26.0,47.0,27.0,32994.0,32994.0,5-10kg,11.73,0-15,59.9,1,0
3,12,0,19.459907407407407,MG,pouso alegre,SP,guarulhos,0,0,automotivo,7200.0,7.2,7200.0,7.2,61.0,8.0,61.0,29768.0,29768.0,5-10kg,16.22,15-30,84.55,1,1
0,7,0,20.671875,SP,pirassununga,SP,sao paulo,1,0,telefonia,350.0,0.35,350.0,0.35,19.0,4.0,11.0,836.0,836.0,0-500g,11.85,0-15,16.5,1,0
2,17,0,21.289131944444446,SP,sao paulo,PR,curitiba,0,0,beleza_saude,125.0,0.125,125.0,0.125,16.0,7.0,12.0,1344.0,1344.0,0-500g,14.36,0-15,87.0,1,0
